NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(ug),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_(mg),Vit_B6_(mg),Folate_Tot_(ug),Folic_Acid_(ug),Food_Folate_(ug),Folate_DFE_(ug),Choline_Tot_(mg),Vit_B12_(ug),Vit_A_IU,Vit_A_RAE,Retinol_(ug),Alpha_Carot_(ug),Beta_Carot_(ug),Beta_Crypt_(ug),Lycopene_(ug),Lut+Zea_(ug),Vit_E_(mg),Vit_D_(ug),Vit_D_IU,Vit_K_(ug),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2
1151,Flounder,8.637698037,111.7631077,16.98781898,13.91644035,9.308770364,26.53028391,10.13539489,27.42364926,313.4133434,15.28710277,144.1103151,467.5917167,164.1548254,357.2562507,3.336227299,3.973055289,9.814931262,73.54330927,70.06132639,2.043103015,6.04350513,48.31292566,1.165947621,5.085258075,200.0671161,67.07156873,276.8649016,323.3374118,26.04129067,2.486584394,3699.29196,894.3096949,1037.054832,394.7446111,459.5615619,7.689543974,278.1325209,390.360017,39.76952676,44.71372778,431.3512825,34.55786379,22.01827502,19.61805898,36.17489163,284.700989,361.8133814,Serving,193.002289,Piece
1152,Oats,66.00398622,167.2829001,36.374037,6.956664234,6.943938887,88.2156684,16.52955903,46.90075024,126.9859488,8.131494704,16.83086241,89.45771363,858.3167158,746.7814197,16.84322358,4.835990893,7.271213367,92.21712111,104.0712288,2.414410431,0.189314376,1.829140922,4.209100345,3.967410169,231.8932671,49.76713004,148.5085097,4.080708128,27.10507474,0.199875141,45.50508317,641.1045054,384.8595495,142.2210322,105.7277674,413.6281722,150.5127534,596.5087323,37.35719444,0.995103205,453.1194601,312.8442664,25.42586287,26.81805641,21.0304157,134.204685,356.7438033,Serving,381.9043608,Piece
1153,Salisbury Steak,20.65946071,441.9871576,29.22962884,35.07203758,7.782417274,92.11266998,19.64892987,5.996396899,449.873369,17.69407453,154.4249986,427.1712995,908.9152651,239.1853302,6.4386392,7.871638385,4.116381155,65.17421358,34.87406054,6.42694677,5.167739902,33.03011395,3.207126201,9.34511249,151.40832,54.70970526,209.2930421,48.48784925,367.3985742,1.245848768,2462.979754,1238.396454,371.7303806,901.5789619,640.7713225,181.8554767,322.5062992,705.208706,47.5411477,10.35923998,536.8798104,17.81301733,34.28573219,40.33236072,23.48412708,135.2251719,481.373819,Serving,129.8207696,Piece
1154,Salmon Tartare,84.72753225,130.7345314,37.83268587,31.22487382,7.916145378,50.57986328,8.242557215,38.6030994,174.7788879,9.282217264,164.5260492,366.7072773,313.3047177,967.4751334,3.169017452,0.910069627,8.727972826,34.20076147,180.0703109,8.657911527,2.864316487,43.67744382,6.089883279,8.871879084,207.6755879,281.9278207,392.567311,352.3360042,366.1931708,1.872564964,594.4335032,1475.00064,252.2927949,72.53567708,890.4175588,797.4334994,348.3736794,595.8991124,0.378591249,27.41441757,620.139002,148.9387146,46.02208479,27.39148924,28.24495045,235.0146515,125.9598263,Serving,283.5227476,Piece
1155,Amaranth,68.13591291,244.9754298,12.5731894,1.779090116,8.233407493,65.81251666,2.945946563,36.88002724,77.36165947,13.74479476,20.03702222,337.9876928,331.7031415,974.451571,14.42896181,9.536782379,4.193322137,67.2115221,136.4617729,1.415300879,5.369431133,20.01755249,9.037922401,9.564681937,56.07452445,59.59889949,111.3264845,238.4597784,24.66780773,0.714987732,839.7706473,368.5847412,604.1556209,698.6486475,122.2583847,854.5458238,218.4352942,773.7332294,9.758497004,9.777942045,987.6598217,68.58954862,19.00163743,24.81265261,35.83641725,458.2039105,248.741232,Serving,396.6083144,Piece
1156,Peach,17.83673493,196.3030591,46.61476543,19.40845415,3.823418014,6.149864517,8.036890358,42.53878236,490.161017,14.61296544,134.0496746,23.50439454,464.2423125,485.5060909,4.8594411,6.035567614,6.668469793,92.77723829,174.1342055,5.849491949,7.272363191,22.16220454,5.982389989,2.966200314,291.1118833,346.4234213,52.94450883,63.13249014,62.97205003,8.652194174,4449.879554,330.8596836,655.4598672,490.4911367,3.340448058,234.7378536,453.1935981,352.1974122,43.17487767,18.91020097,806.4529604,88.36536355,8.19546678,23.55127555,10.61637823,38.41602197,294.2004431,Serving,54.82853096,Piece
1157,Bone Broth,6.985901734,312.5318845,49.65006572,27.78395194,9.347811997,34.14053016,15.95423835,44.46001839,57.9246634,10.04812484,44.19620688,284.9193264,136.0359943,130.2898087,13.70219027,1.862222508,4.896283216,93.53386315,60.48253923,8.595992016,1.206448489,3.287308813,1.810161161,2.191169679,6.565548856,212.5564036,55.83149295,141.3393363,73.61776677,5.411693917,4484.540132,436.2976774,1436.769394,855.1561306,696.9114639,266.7429337,57.58710201,894.1392431,40.89262156,29.70448814,102.6040956,249.5185551,32.46826661,38.82337343,7.900956404,201.7411535,445.0029857,Serving,8.742242328,Piece
1158,Churro,0.96881708,471.4106451,8.226635983,17.82199445,4.695881405,38.96297826,0.003734279,44.17127284,286.4978785,17.4776199,67.07034572,486.6277638,781.0030604,18.58411595,7.988056662,0.437632674,7.794702717,86.62843752,178.7518612,4.494126851,0.345310515,13.16450986,1.113849956,9.752469176,86.58677282,214.8349766,149.4744621,139.8946486,37.24221365,3.622404985,3655.527331,1296.870855,397.2898515,29.65768945,246.3574933,14.50992055,144.7771092,740.8163655,8.852581344,44.37163065,583.2332996,91.03844903,29.26348987,11.40865054,39.92043626,4.522205958,267.752012,Serving,54.55744662,Piece
1159,Crab Legs,89.20496581,473.3517467,25.64526615,31.58592629,2.159595601,50.54730154,19.09189564,45.04579493,375.0373054,12.18071603,28.08136935,323.2473189,533.0957322,118.221387,7.781826343,1.28087434,7.355854297,55.65172116,30.38325744,3.43200525,9.965211322,35.83005283,6.545346289,6.533090926,379.0894011,120.7794115,367.5075935,343.057291,421.5430756,6.115477549,2631.488858,1408.397855,62.85419359,402.0887114,6.822998762,366.3489145,142.5637298,842.2459626,44.06615903,41.563485,949.3750179,293.2209185,24.17219993,21.23149853,14.94704394,252.437218,490.3752354,Serving,250.889091,Piece
1160,Croque Madame,13.34652096,73.62867535,43.17381092,23.12913692,5.14624884,84.86483914,13.25028949,49.03524201,465.696295,3.280891825,8.759552821,144.5733499,296.7126135,376.4196064,2.077490169,1.071038091,3.906945278,57.18338018,74.04104643,8.790781672,1.757950126,49.11497869,8.198234224,2.621093362,181.5640882,327.3692879,138.8981693,16.64863188,494.5472049,7.857493975,2807.615768,652.3176197,752.3845493,555.3412959,319.9674659,834.7573333,87.26782786,999.4813612,11.59954777,39.41043049,1672.459637,52.27343464,26.85453813,15.38038819,21.66450646,302.2731097,406.7404992,Serving,366.7692217,Piece
1161,Beet Juice,77.91919743,318.2950042,17.38489943,32.31645933,6.439969401,80.95663724,6.212956763,16.62147704,55.01550002,9.231368577,171.5012927,383.8039985,481.9142613,338.1011155,0.026401869,4.026446745,1.008133891,95.94768464,14.31250571,9.34298258,8.671601964,17.25107965,3.221383828,0.169677615,228.8281238,64.45099459,19.15911663,255.7481011,51.37787421,8.205339046,918.8867519,1265.599615,143.3300848,443.7498039,854.3281066,823.1489554,386.7850481,171.1122547,3.82285053,30.40161865,1952.696273,492.944822,27.0991112,5.896491369,11.05424059,358.717621,311.8667928,Serving,92.44602981,Piece
1162,Pear,92.51634258,451.3104344,12.13186633,30.4768358,3.194196686,0.977751763,9.796427408,46.45056643,263.9026144,1.033841413,186.5764876,242.6195772,592.8124962,772.8037356,18.92632238,6.919905673,9.517670802,66.2334605,122.2201989,6.498277108,2.716479096,7.406507246,5.104420542,4.48691931,297.8128339,317.1462166,280.9992783,12.77098635,51.83486878,5.600692294,1526.136713,504.7502659,416.9336571,812.7718165,667.074246,361.4270021,125.084317,931.3667962,36.15750044,38.79851289,258.0843794,298.0395295,39.33459143,31.01386161,3.386812748,476.5839593,316.6831308,Serving,277.9143574,Piece
1163,Skate,71.5178749,401.4190098,36.55326046,10.04752808,1.068063414,15.53711868,5.281454874,47.37801557,66.25866594,19.87938527,144.35452,58.46613636,344.1478344,569.7625265,0.169381184,2.501825329,9.186097157,2.022385863,48.47565451,8.82422584,5.745091154,4.644756295,7.865821735,9.68926684,58.16067518,394.7223347,293.2251458,25.47472197,282.7526719,6.914194129,336.5306809,1330.456885,856.8105526,690.4582306,368.8848178,28.15411406,96.84527217,292.9538569,2.567021806,8.154309456,613.9366464,292.3867539,15.22361949,33.10608752,39.76898733,276.1600189,61.84011712,Serving,152.1256431,Piece
1164,Chicken Soup,49.08186129,145.190254,48.87589116,16.89204335,4.56865,37.71609797,8.718625685,32.40911393,386.0236748,1.144151175,32.87540221,438.0895825,268.1678963,438.793869,14.83066672,3.850492949,1.818775414,27.70218815,46.85251388,3.242430178,3.386144561,9.018481639,0.168909907,2.234108581,397.2020404,192.5503356,319.5981641,240.2614528,412.4915487,2.624772963,1656.952869,452.5835614,355.309271,869.311587,150.8068478,347.8384102,314.9846233,783.8691306,42.93499626,41.7929585,84.92976435,221.7049787,31.95484229,4.858993041,16.57983332,412.0482878,348.632438,Serving,198.5277955,Piece
1165,Buckwheat,46.94983029,394.2475014,25.18739094,15.16264102,4.877992709,51.20174325,12.764382,33.2295372,102.1461968,5.513224375,0.182583908,402.2622934,145.964809,141.1424491,13.65010819,5.641958601,2.033013409,39.05069971,198.7016511,5.780266857,1.896627206,5.552014375,6.965968121,4.172213116,168.8836766,188.9745131,206.1966285,346.6125939,78.73183885,2.115714397,3976.064054,513.4905921,598.2485726,289.8488051,128.4627974,862.0851376,244.7271074,754.2129716,39.11867412,15.36090911,348.7596858,218.5689692,26.12704913,46.26409549,37.21387308,306.568767,406.6715117,Serving,65.92774151,Piece
1166,Fish and Chips,88.27092894,135.0781969,19.62152844,49.02048987,7.714057236,60.69891722,13.48154578,17.92792773,113.3526314,13.48332561,72.69343033,13.36107159,681.4818385,144.8791751,8.448872022,8.134630068,7.877150064,48.67933819,47.99401797,7.352554698,4.695726833,41.4920579,5.089306712,3.8803321,0.008011012,391.8785264,229.5541229,319.1021198,176.4543733,2.929076126,2719.990516,1285.144268,1395.784265,686.2210961,990.7055665,136.5747675,431.5190036,858.2565815,1.77203095,8.372366101,1439.124065,339.9054888,7.876123109,29.56608052,36.18660767,420.3858011,185.765994,Serving,418.2197642,Piece
1167,Fish Sandwich,48.84100599,454.4418144,19.59664327,12.19519003,0.724228572,14.43978191,6.455466874,37.26519629,499.2220222,5.117910677,109.0627988,20.35503772,442.2116959,761.1652168,10.81666528,6.076752073,7.867645476,30.36677621,102.4971012,3.860490704,7.893935395,19.17106845,7.264126257,5.517590136,318.0284393,69.74733025,220.1574976,330.2239592,95.77234052,6.874024791,4760.492499,614.5497982,91.07679722,153.3037108,869.3843995,738.0889642,104.2069036,754.8965198,49.43730323,19.51743863,1644.095269,34.13037546,22.93710276,14.04054,24.58664058,440.6148161,311.3502999,Serving,310.696367,Piece
1168,Biscuit,41.45674851,54.01906925,39.72532295,11.51527925,6.704301078,69.62908467,0.459324801,30.12804728,422.5952178,16.62177272,83.39269088,94.35082433,87.90917418,938.7723101,8.641110445,1.852083121,9.654904978,21.44253833,123.3086638,5.110980281,7.70284575,19.89687527,8.723708557,6.087383549,31.69583912,232.0602874,178.6183334,87.66516568,115.5739855,2.696116447,2932.848307,1175.063019,656.1702684,980.1749165,935.0534673,225.7603518,288.8311996,981.0618584,28.1165203,4.710195161,150.231695,203.8213933,38.05423149,1.026970063,23.82705678,90.63124544,237.7087024,Serving,431.3391432,Piece
1169,Salisbury Steak,17.41119522,90.60484077,35.30305036,2.87353165,1.479897559,89.07792055,7.54388641,39.31594886,325.2689887,5.696653613,133.5118026,431.518349,608.2082273,256.8900289,13.68391488,2.441834452,9.976001126,71.05897434,193.7536015,9.998145797,7.223073952,42.1828669,4.945761613,7.562208293,188.4028152,216.6598266,219.578904,67.93159157,54.37162963,1.167764796,4870.516884,1432.799454,959.1434281,986.8215372,572.8534096,883.5210988,326.5075067,397.5909905,3.686228865,43.48615122,1469.294441,248.9660942,17.00655505,27.04766331,38.00770476,497.8498338,383.9445534,Serving,78.61579212,Piece
1170,Broccoli,47.52894419,328.6322598,15.94586632,47.4221552,6.811148375,22.37177664,7.507559952,7.675680288,320.2589084,11.71460172,55.67267861,97.28241629,116.6353512,528.6460183,14.42429535,3.714095308,4.983604715,16.9169745,188.7594903,2.67094075,8.873024554,37.10189392,8.558776911,9.054350114,93.70412619,166.5402486,245.5697764,278.3181279,209.1353994,4.964951784,1333.739755,71.91512233,874.043151,233.6883984,959.5976928,319.5196989,132.9947123,963.5705138,48.81993553,17.04255831,841.2484903,185.8323237,12.89115113,16.63318113,20.76008309,425.3802563,7.408516808,Serving,424.3616792,Piece
1171,Granola,78.36479651,222.0980447,48.72943281,23.8001579,3.41983198,53.98855007,8.240488384,40.72963292,299.0330512,16.24861892,57.99052855,460.8619067,133.4519184,819.8829189,5.632600822,4.870522027,9.603665145,9.109244106,82.24868153,2.10925979,2.441700825,26.34711868,0.126969388,4.594794088,66.27763941,90.00307731,4.658943928,229.7375536,67.89590819,7.090403409,1382.817928,1021.316431,990.6274437,445.5581441,490.0865603,885.2968651,87.43473596,174.5093501,44.01750782,7.886634592,796.5656213,428.9887737,7.862142254,48.96338631,34.72775265,70.4476165,25.39957692,Serving,100.6961025,Piece
1172,Gyoza,55.64294272,93.45329535,44.57902435,49.4516067,8.450860039,98.97648651,19.31450946,36.16908093,476.0528819,16.28583356,1.212106689,255.4322159,646.8537188,806.9004315,16.98840622,8.842059197,8.159771214,41.0045168,22.37191776,1.80326009,3.824046229,24.9994774,6.300811176,9.721886291,87.24083535,89.06788473,393.9326974,90.34811443,220.8305211,1.217031465,1498.64168,342.4811612,68.64085606,381.8478964,41.56621931,549.9719112,259.0675988,453.2223954,49.03447568,45.66664346,1973.143599,225.9088087,34.17325219,48.32443346,26.99856219,437.148737,236.4763529,Serving,111.8315166,Piece
1173,Barramundi,15.98670821,493.2199887,35.04640318,37.48507224,4.563712562,64.41286797,19.40193951,27.2972653,429.3749553,17.88474109,128.3034594,143.6261441,860.4104721,642.8574244,10.39598467,2.466647471,7.563714693,81.05255297,38.81051709,2.34935087,1.942259056,34.82986532,9.869092049,6.294204415,268.05258,267.2191442,171.9214586,1.1438848,194.6411353,4.91382946,2119.315972,158.6292552,374.6379964,305.3041581,223.5205092,721.2630214,306.3352248,108.2409279,45.05604814,5.041101992,733.0853544,438.7644122,49.51267941,24.02131682,41.91904189,73.00718694,317.0536068,Serving,315.4769,Piece
1174,Club Sandwich,14.38293657,453.4615649,22.03885963,1.712295457,2.337084848,9.325399385,2.974282657,12.9858257,305.3609734,19.42108414,169.1967747,62.51843626,726.562966,42.92933864,16.89406226,9.276819408,3.659526779,76.02715139,2.04522994,2.629362021,3.2566397,29.36801345,2.936483475,0.089366691,237.1455971,192.3669892,240.1194279,30.46132725,159.6494785,8.794038937,2456.925011,512.5557209,49.98880048,925.9906936,58.08917285,849.9357471,285.4515849,844.9801496,27.82161382,40.07891147,200.9709885,432.2849368,25.76081293,34.25637992,45.59869286,425.2673854,36.74448051,Serving,20.47557012,Piece
1175,Arctic Char,64.94630298,172.0010263,10.36479901,39.77726937,7.625247096,77.33550176,18.2686522,4.883710249,68.31448187,14.72251752,183.2486089,289.9761233,986.3675856,157.9475689,18.64024085,7.734588681,8.503856156,23.63926386,0.189462285,4.293324092,2.263678021,9.42452072,7.231589459,6.264295646,25.97714821,17.06597393,74.52660358,381.7883317,192.0324104,3.860571171,960.389482,636.109833,986.2938413,757.4616385,688.9552884,948.5625434,286.3379708,975.2883708,44.82322318,39.65078388,374.5239255,368.4115541,17.54489881,28.99489314,37.62586968,80.66165667,357.9526466,Serving,112.920239,Piece
1176,Grilled Shrimp,53.92235974,262.9355215,33.24823511,45.43667204,9.786544841,50.78736664,19.56919287,24.24166585,184.3804236,11.7882828,117.4313028,448.2660943,244.9896198,840.4675607,9.954473872,3.195133254,9.191111405,26.68955404,155.4164441,7.569982019,0.396343122,6.288464782,2.244410023,3.173517239,293.2034588,162.689498,296.2151389,155.6219057,335.9471496,8.431219674,1058.50986,375.1046777,631.0948947,759.5858855,348.1491437,251.0716891,248.678152,87.0638671,11.77459591,43.52809511,1253.606389,69.19909107,29.82562697,5.105531183,10.21318522,299.4626973,319.2208668,Serving,46.58035594,Piece
1177,Shrimp Bisque,32.56847664,265.8892416,37.69450331,36.78700428,6.33643254,11.20147031,5.132950134,7.231077954,480.7771553,16.07598654,38.33062694,310.181551,826.1136602,811.9802897,15.24066991,9.668006317,7.340028083,98.7147595,71.36951304,5.363699274,9.283858872,20.29200069,9.730657367,6.23929007,216.802436,258.1280735,160.9214456,226.4632154,59.48639925,2.38401578,584.420936,496.2336589,874.5416251,923.7682087,36.54038235,40.23146287,102.8871599,645.8280759,43.97654695,13.04396281,1468.689353,17.39928043,8.911924981,13.71584602,44.09198454,398.4681979,265.0178572,Serving,454.3133387,Piece
1178,Pasta,14.70138949,278.7756752,30.20387735,13.2965244,1.344280613,51.51529471,14.820478,38.08865836,60.76911632,4.67289483,82.06430123,217.153249,596.8014757,666.6006134,10.94279808,3.687855939,6.464871112,7.42949833,129.6884131,8.508498087,7.737547399,24.70405947,4.441019854,4.70292085,35.08580845,288.0264417,156.1671952,304.5097977,291.9036743,2.25930471,13.15333507,431.5895755,704.833981,615.5642909,977.0731065,331.8761348,339.7039959,251.0050155,20.23393158,48.89433914,1228.502195,150.9796261,32.40227823,8.752296336,34.57400677,245.7662128,260.1449994,Serving,121.6483464,Piece
1179,Muesli,15.98700671,485.2666877,24.78083902,7.27178017,2.043737519,75.52396425,3.509096998,46.22794666,49.58172571,7.839404663,71.53687011,312.5045245,754.0524076,577.2189477,8.421880456,6.794331792,6.403993987,7.864804153,112.6519248,0.03552675,3.078674583,4.110245615,6.768915822,8.940082542,164.2187628,162.2199216,252.581064,102.0393341,71.39029744,4.402875626,91.05347535,561.7491091,1447.971984,72.83992033,503.8021304,902.2424144,252.9856063,553.6203092,15.62409292,22.30245152,1512.126517,250.1895811,19.95931244,16.12744652,41.77606724,118.2876991,343.106218,Serving,117.2847462,Piece
1180,Shrimp Bisque,12.94123374,94.98133202,5.902078235,9.702904432,3.796614683,11.71418881,9.439312775,41.01606518,15.48121718,18.20855137,11.45829592,367.3704747,480.053414,266.7518168,7.829972406,9.365537663,1.556804058,9.06589261,175.8483874,9.40136183,6.464343348,26.78316162,5.072493133,4.271177612,266.5989496,217.5111771,11.27263157,385.5943557,171.2393396,6.729443393,1415.906231,355.5410423,204.0944143,186.2062227,714.5696576,958.3546342,419.4057622,514.2759654,49.04642293,26.9424301,1004.267724,349.3287692,11.45805349,13.45487667,23.26264069,252.9252092,264.2913034,Serving,218.9636332,Piece
1181,Dogtooth Tuna,57.89223875,67.8427052,39.23652847,49.64433441,4.965778443,35.6255967,12.14409196,16.52294547,311.2424371,19.79102147,2.816537861,119.5795622,124.6928437,663.3352759,11.66890179,7.892133939,2.19910881,32.37756003,115.0647125,1.705180114,0.025180795,48.38563195,0.807729407,2.992068337,76.42776095,176.1834599,102.3381642,296.4595543,332.5596002,6.545969707,3791.243315,764.4799292,810.2727645,273.6973682,247.2768252,857.7442774,401.6610671,552.9511271,11.55928474,11.97159355,1268.100737,223.9351217,32.70309691,11.95336084,34.9118894,436.1717618,333.9208323,Serving,182.7723575,Piece
1182,Hunan Beef,9.226017041,267.6679076,24.57957136,25.00107012,0.201412552,8.239634674,3.591769604,7.300217432,157.5953223,19.33362206,62.10834384,134.9996042,810.3240037,107.4300245,7.636741034,8.865067749,2.28943028,76.38369853,22.02767395,3.98757542,7.624942789,34.91007973,7.969872298,0.361864882,271.656267,12.56370201,355.407086,283.6472866,275.3857963,9.362093773,599.4566052,402.7580427,651.8465878,181.7424823,463.5801857,31.15991941,269.4907926,187.5898683,42.21438644,43.54715914,5.234600467,433.0778495,17.02901653,37.73029015,45.01938984,141.0619943,199.706436,Serving,237.6024496,Piece
1183,Turmeric Latte,91.05447224,256.2165553,42.70574425,49.82704332,4.817041721,15.14970601,10.94368187,0.395662664,451.3631933,7.373168287,141.8598976,446.1762668,347.3207213,953.6760666,15.90158655,1.616692261,1.6267551,89.06917968,175.887976,8.368030861,5.303867169,7.128511636,2.424794693,0.2634871,106.4148868,205.6952565,295.2408687,309.2169683,100.03287,4.547048498,2760.709942,915.6312343,650.2009085,46.82251006,695.3399059,797.1678751,191.0518386,450.9294706,16.74816216,18.6763463,47.59384312,180.5694285,3.784799374,42.47354864,29.80098129,115.3806681,325.673789,Serving,6.458309125,Piece
1184,New England Clam Chowder,8.297174766,155.8682798,6.740932284,32.93020352,4.748848777,5.249718836,14.77662591,33.18290659,485.5773722,3.497951122,130.1873003,390.3511632,162.3743457,573.9384212,4.146521097,6.435210946,4.779995837,93.2414762,144.5536343,6.453332721,1.292616327,28.47891979,2.791505946,8.814771408,305.7034167,221.5642801,268.8016234,18.23231936,177.5125572,5.320801846,494.2940703,390.8606294,130.3835126,364.8678296,281.1294875,634.5194753,259.8099014,688.431712,5.270848745,47.14962208,669.547035,97.76111133,45.68256569,22.85604477,33.48956316,233.9087764,166.2550509,Serving,274.0553196,Piece
1185,Seafood Stew,80.03784621,76.49162749,48.25446922,46.52141924,4.358830085,22.61431028,13.34835521,9.380603961,132.3280381,5.718438593,153.0529168,363.2336862,533.3501656,73.44528532,5.426333523,0.799077059,0.669197215,25.2406932,61.51208446,1.167295948,3.867681132,40.22107127,0.304326649,5.605612487,12.07292427,209.4958353,171.9904409,41.9408188,74.13556935,7.479151887,311.566729,1110.780545,820.7772747,192.5018497,128.3524353,670.1419284,461.2386459,422.8389867,1.654488813,4.479691853,534.7522593,18.10000308,17.32438542,38.82184481,10.27987545,148.2414194,477.3030102,Serving,358.8517308,Piece
1186,Pulled Pork Sandwich,87.71309659,105.7299879,24.56005206,32.1709556,3.086577969,45.42323117,12.61492989,35.82771621,433.2265463,1.03123969,175.0470846,335.2990156,528.1688804,859.8155675,10.75914481,9.799539335,2.874252509,46.017974,151.0755443,9.137798145,1.088377406,17.18303151,5.551147111,4.397477685,244.1847332,347.0124412,113.2494646,268.8559608,354.7229145,1.150120417,1158.382591,855.5269413,1131.522599,387.5756962,41.04908048,489.6189294,262.470066,639.7990838,34.91981654,30.96661227,825.2518411,358.6119757,28.35918209,5.228077317,11.82842654,403.7915046,442.7417304,Serving,82.98792965,Piece
1187,Herring,9.345945644,435.5398612,3.617518421,12.32885267,9.569415924,79.14209362,2.408644844,28.77164072,182.339796,0.156269036,189.7618523,259.6708182,260.9291303,565.3585125,6.006365506,6.982787003,8.074298313,9.350795368,78.63535525,8.512198225,5.425066844,21.44666928,5.375903141,7.569552595,388.5752965,311.2731387,327.8943483,46.03656206,455.0135324,1.734211529,1109.0463,1301.415674,986.4061666,367.0957818,114.4687879,128.2984085,268.2229223,520.4224099,4.303415468,15.86993319,1039.437796,259.091518,49.64307231,40.34358604,7.184835242,426.9694648,222.5717527,Serving,432.3369107,Piece
1188,Roast Beef,42.63058803,229.8503174,14.00568742,15.75110504,6.660052347,68.63009074,19.12779028,23.50087415,126.8036895,0.711039962,159.6244048,181.2064788,749.8928606,225.5896674,14.17622178,1.042264163,9.248419887,55.62334232,172.207835,4.19780525,2.811643504,0.112847137,1.840707466,7.109209592,70.34000151,157.0435256,276.8381851,284.0567678,85.39805625,9.14812941,3004.615437,1435.189309,348.0822094,289.0753477,298.2974363,242.4206973,259.6811867,646.3747111,24.77610997,32.63177452,379.7328207,345.7575081,4.073742171,30.97621821,30.533264,9.36693976,436.2158622,Serving,266.3752225,Piece
1189,Sweet and Sour Pork,47.32206739,221.628719,45.12901036,45.14894278,7.876284017,58.75384574,2.81834082,38.37696208,298.4439018,13.43007015,8.113622778,195.8963565,358.2574001,45.54602873,10.66673743,7.929998827,8.654178141,0.654007099,99.11930538,3.65498634,6.842242817,43.47749095,7.239504435,8.70346389,356.3039268,175.9497505,244.1747435,43.86378186,307.2088818,4.753568006,2901.593649,1018.698839,327.7229079,695.0799207,227.8961962,788.8041868,486.5048663,450.9570731,19.26254344,48.8242016,1758.479257,247.9233246,30.65755373,35.49968415,1.090926204,341.6785685,364.9052357,Serving,413.5260753,Piece
1190,Custard,58.01971058,59.88813597,16.70089743,46.10469417,5.155952478,98.65937651,12.24476018,49.05331115,456.3353105,2.897121988,193.7197222,39.67424101,530.8068019,984.556699,1.73834626,4.623078664,3.171687295,45.96336198,121.1517326,7.328655311,9.273151724,23.50915801,0.465020406,8.766597244,242.8194499,166.8990711,3.882745725,70.71910086,241.5835379,0.252806611,87.77699067,24.78922535,1270.660946,423.5628087,575.6107354,636.6196677,448.3653052,985.5561431,38.95779741,11.19989611,879.6987658,114.7522908,0.537723817,8.894394004,42.81170735,280.5085296,439.9155635,Serving,227.1014415,Piece
1191,Freekeh,71.62441742,218.6387172,48.50390514,31.89201495,3.661468053,46.36946868,2.590628021,6.429707247,67.55504862,9.535403915,62.94555976,443.0960506,545.5950536,495.1784353,15.14052722,0.795178443,5.293031837,98.04103765,14.74256159,5.674931549,0.419177378,12.67732959,7.843153661,4.003929756,237.6328549,153.1202077,82.40990172,191.4665161,187.0502264,4.199525709,73.70511675,840.8199577,1341.688838,556.9038058,231.975875,568.2572005,203.3041908,720.736514,22.27277198,48.32826167,982.3985411,354.8377262,36.79274006,45.34545173,30.61255907,0.023143277,440.049074,Serving,106.0729647,Piece
1192,Hamachi,2.706898478,347.7232798,22.20607046,4.894799926,3.712129766,91.51448026,10.79406678,27.5259344,125.3709137,8.420353271,176.7593643,10.50992084,944.689896,224.0265017,4.390899609,8.043686937,9.336831199,14.04244671,166.717422,0.175339729,3.338897825,9.880359144,9.937177585,5.986890201,259.674664,311.000365,96.20496825,195.4569034,265.1278545,1.173293822,3254.785052,1011.043597,1258.079016,485.3673607,123.0043592,966.2933413,238.7364703,726.2863613,33.76124888,3.376853165,174.7303395,120.87469,12.38006956,20.20801299,19.36240629,178.6031076,58.48320939,Serving,204.6619005,Piece
1193,Pumpernickel,73.139734,331.4111901,18.35231222,13.04555267,2.733833866,33.66401301,17.3486726,15.66114427,18.52229339,18.3418396,26.88250623,422.3613627,979.5258499,575.959165,18.87411141,0.352546509,5.666795219,21.07563445,98.33382024,0.397666214,4.686545011,21.35921208,1.600929509,9.246268484,396.9669595,356.9947145,9.359540395,109.9627476,60.4894244,7.803708653,3884.293642,820.3102654,82.23244391,28.38119413,486.666937,329.8762024,154.4220107,104.4926963,29.38109674,47.64823921,494.1207004,247.1057841,43.86686157,6.855926604,18.49788065,17.48870856,180.166917,Serving,194.0808841,Piece
1194,Shrimp Jambalaya,76.69635055,461.296048,39.48848069,8.896484132,5.469632524,42.64812061,12.60570863,1.397769011,151.1140362,18.75485426,131.1388601,227.775249,689.5076107,193.2005797,8.747907538,7.953310965,2.552294366,27.76445716,27.65235158,7.989872055,7.246816217,11.17239851,3.14731761,0.418249352,35.31076285,374.9632669,157.6902577,153.2701541,269.54944,5.470966638,3325.4754,1381.220916,407.3342625,353.8741995,50.57884147,18.27709364,22.53314973,700.115207,10.00113179,34.59954116,1586.787553,411.6087382,12.2316035,38.24512201,21.64053897,82.11009134,429.7263195,Serving,324.925951,Piece
